"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Sub-Saharan Africa (developing only)","SSA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","55.2726745605469","56.1094627380371","56.4641418457031","58.3265533447266","55.9762229919434","55.763988494873","55.1133193969727","54.3297576904297","53.2157211303711","53.8136711120605","54.3063507080078","53.8720207214355","54.5942039489746","53.7430801391602","53.7343788146973","54.1278457641602","54.1538276672363","53.7445297241211","54.05810546875","54.3969078063965","56.0683746337891","57.4003982543945","58.6029624938965","59.8309097290039","62.0049858093262","64.8586807250977","64.7708435058594","65.4042205810547","67.5864410400391","68.2465972900391","69.0350723266602","69.6218719482422","","",
"South Sudan","SSD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.36731","","","",
"Sub-Saharan Africa (all income levels)","SSF","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","55.2711524963379","56.107494354248","56.4620552062988","58.3234901428223","55.9746475219727","55.7626419067383","55.1123542785645","54.3291931152344","53.2156600952148","53.8133430480957","54.3057594299316","53.8716125488281","54.5933685302734","53.7426872253418","53.7333984375","54.1259460449219","54.1511611938477","53.7415885925293","54.0541191101074","54.3918228149414","56.0594902038574","57.3880462646484","58.5872192382813","59.8176498413086","61.9935150146484","64.8447875976563","64.7570114135742","65.3896865844727","67.5729370117188","68.2350921630859","69.0225982666016","69.611213684082","","",
"Small states","SST","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","71.1841278076172","70.6193084716797","70.5948486328125","71.5905838012695","72.7490081787109","72.1581573486328","74.0926361083984","74.3182830810547","72.9146041870117","71.787239074707","72.0329742431641","73.6315536499023","72.4052200317383","72.8500137329102","71.7223052978516","74.4192657470703","74.2147827148438","74.2107620239258","73.2363510131836","73.5017547607422","73.3679733276367","73.9726409912109","74.9749221801758","77.3081970214844","78.0717544555664","77.8693161010742","77.8319702148438","79.0236740112305","79.4204254150391","80.0618133544922","79.5538635253906","81.3846893310547","81.1698760986328","81.5845108032227","81.7740707397461","81.6111068725586","82.0208282470703","82.5786361694336","","",
"Sao Tome and Principe","STP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","51.98257","","","58.17963","87.09807","110.94488","109.95819","106.16788","97.47987","","57.49175","73.23184","","77.40357","","","","","","","","","42.71992","","","56.1399","55.88998","70.03376","72.93447","","73.24775","77.44572","87.1074","88.47593","117.40499","","104.02504","",
"Suriname","SUR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","72.68937","82.10609","75.27063","79.20584","","81.03021","87.98572","93.53448","91.7528","88.32728","","84.32122","82.03009","88.14702","","","","","","","","","","","","","","","","83.9233","91.6982","76.51136","86.55272","86.1468","","87.74552","","","",
"Slovak Republic","SVK","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.30231","96.40362","98.52398","98.61013","97.13428","96.10461","98.45764","97.99965","96.74516","100.64297","98.06919","99.08715","97.69046","93.36008","93.82902","95.81525","98.58227","100.71679","100.85403","98.01946","94.82072","","",
"Slovenia","SVN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.39501","92.69511","94.02789","93.49372","94.88354","99.10588","99.18023","96.06448","96.10021","96.0677","","","","","","95.62082","95.06746","96.51532","95.66023","100.88188","","",
"Sweden","SWE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","94.68908","94.3185","90.90103","91.3302","92.8363","96.82846","104.08306","104.39823","104.88669","103.23539","96.51596","92.03283","93.47807","98.08482","","","100.65965","98.31223","96.25482","96.52425","96.33286","100.55007","106.13266","104.31975","","","","","100.44023","99.59207","102.30595","102.63569","106.54636","104.16085","100.21699","95.67828","95.07215","94.21903","93.14261","96.70432","101.51849","102.20499","","",
"Swaziland","SWZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","42.33818","40.59811","41.59329","49.58505","54.36712","56.5286","57.61908","57.32232","56.16233","55.40461","55.53306","58.55679","59.79995","61.83034","61.65451","62.19623","63.42461","62.68515","64.8999","62.11981","62.81804","60.78227","60.53456","60.76744","61.81882","63.38248","60.90864","61.59141","63.09014","59.90828","60.86138","58.39057","61.49563","59.68728","62.41497","65.58122","66.33315","73.29942","","72.18217","76.67673","76.8425","","","",
"Sint Maarten (Dutch part)","SXM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","82.13793","93.73297","103.26885","","100.63412","98.58549","99.58259","93.24009","96.68192","","93.0193","89.0251","91.9403","102.06687","96.79012","95.91709","115.18088","107.99476","94.93754","98.44055","","107.38885","102.13434","101.39683","100.64767","","","107.91557","103.60656","104.29687","102.06319","108.7639","109.66023","111.19403","108.31601","120.4578","","113.94509","111.34393","103.25615","105.22496","104.52555","","","",
"Syrian Arab Republic","SYR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","55.13757","59.03478","59.30021","63.77047","67.85579","72.00568","75.47948","77.83546","74.90138","73.30908","74.74005","79.1915","81.18924","82.48779","85.06479","86.80884","87.1826","87.09256","89.90933","90.11477","91.68099","96.08321","88.24505","90.41958","89.84209","91.60853","91.53805","91.45413","92.03837","91.54198","93.06067","95.37734","106.59968","108.05368","109.57771","109.50255","107.3098","105.95236","104.79321","104.02618","105.74353","106.68535","","",
"Turks and Caicos Islands","TCA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.35754","96.28647","91.74757","","","","","","","","","",
"Chad","TCD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","15.27097","","","12.96457","","11.77937","11.11201","","","","","","","","","","","11.65458","12.99532","16.59382","18.20985","","","18.16931","14.32929","14.93235","15.54077","","20.13017","22.24477","24.50301","27.26267","32.106","33.6474","30.23672","29.76231","","","31.4605","31.31622","34.57453","35.2531","","",
"Togo","TGO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","25.26214","30.57793","","","","42.74071","","52.31364","51.79494","53.39868","50.06323","47.70579","46.68422","40.29306","33.93501","33.70619","32.35673","37.59165","30.38348","36.37776","36.38425","37.10993","","28.39012","40.32337","46.8559","","","56.41158","65.37914","72.05288","","72.34117","74.09781","73.44548","73.38924","","66.62303","66.23315","71.2547","73.50356","77.38237","","",
"Thailand","THA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","37.38039","39.42423","39.75944","40.84634","","","71.48252","","","","","","","","","","","","","","","","","","88.2758","84.65948","86.62773","","","","","","","","","","","","","",
"Tajikistan","TJK","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.85058","","73.82984","","90.79083","91.3384","95.6437","96.76545","94.89285","91.7003","101.04413","104.31678","92.40756","94.55214","97.67138","101.01126","102.57759","97.63118","","",
"Turkmenistan","TKM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.29285","65.37766","63.43565","71.04505","","","",
"Tonga","TON","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","81.95298","92.83167","111.50035","","129.57854","117.76711","","116.84619","96.03073","101.82927","","","","127.82498","97.09136","","111.16279","","","","","107.79049","107.3993","","106.50104","","","","109.06149","104.01786","","","","","","98.63281","","",
"Trinidad and Tobago","TTO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","112.80238","","","95.08651","","","96.638","","","99.78948","99.21733","97.29286","","","87.81258","89.81944","","100.11407","93.34687","86.67465","","89.33152","95.04621","91.93478","","95.72204","93.36573","95.64114","94.83276","","","","",
"Tunisia","TUN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","58.31722","55.02463","60.79741","61.03951","66.25691","64.4124","66.50062","69.81427","58.62896","60.84359","81.79361","63.96259","65.33377","69.91519","70.94658","73.49428","73.48179","72.03804","75.73286","79.67339","73.45345","68.18035","72.64088","79.24572","89.38205","87.39397","90.70058","","90.75353","90.38906","90.96335","94.41261","96.57377","98.28353","99.79631","","101.26089","92.26793","90.07272","101.72364","","","","",
"Turkey","TUR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","88.30691","90.14126","95.06251","94.44022","106.63168","92.3483","93.1073","95.21266","100.8981","94.45053","94.48029","92.63233","","","","","","","","","97.71928","102.43732","99.15881","97.93864","99.57882","99.89473","100.2492","102.51191","101.3646","","",
"Tuvalu","TUV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.68776","92","96.08696","100","106.30252","99.17012","","","","","","","","",
"Tanzania","TZA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","19.90598","24.63943","27.90415","31.53786","35.33976","38.89073","","","","","76.74036","87.51531","93.69506","122.65431","79.7754","71.32191","68.55406","62.66611","47.47993","","62.43885","55.08966","57.9697","55.62178","","","58.35697","48.4474","57.37361","49.54848","54.95343","59.14431","","58.14135","55.17791","72.42255","82.96895","","102.61299","89.48543","","80.75096","","",
"Uganda","UGA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","40.21637","40.32325","","","42.12056","","","42.66396","","","","38.23561","","","","","","","","","","","","","","","59.48563","61.43155","61.01288","57.32833","55.98225","","51.98671","56.60631","56.65057","55.29957","53.11492","","","",
"Ukraine","UKR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","102.71654","98.27595","98.18144","96.16238","","97.70646","98.73416","99.87058","99.81025","101.56493","","100.68004","96.34019","96.27424","95.52868","","","94.03599","","100.16737","102.12149","93.79544","97.55638","94.28079","","","","96.38858","94.10327","91.37746","95.67158","98.24888","","","117.43618","104.57319","101.02725","98.63265","96.11447","98.87136","100.65314","102.78248","","",
"Upper middle income","UMC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","95.7310409545898","95.7408065795898","95.6089324951172","95.2841186523438","95.4508209228516","94.7515640258789","95.417106628418","95.6937713623047","93.5607452392578","93.6515350341797","93.8927536010742","91.5666122436523","89.3059921264648","89.0068664550781","89.9375457763672","90.5439682006836","91.1968383789063","92.1698379516602","93.2582626342773","93.8208618164063","95.2457122802734","96.0334320068359","97.0328369140625","98.5933227539063","100.852516174316","102.282455444336","101.951889038086","101.846542358398","101.873489379883","","",
"Uruguay","URY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","66.32856","69.50737","68.86058","71.47362","68.09851","","69.34305","70.23735","69.23061","70.49776","72.64847","","","","","87.00272","88.0352","91.82778","92.1887","92.9591","94.57053","94.91516","92.76212","94.47242","94.74553","94.31233","94.3701","95.78047","95.85439","96.25377","97.3498","95.4491","94.97714","91.89594","92.33789","95.49152","99.61736","104.168","106.42042","105.81596","104.27013","","","","",
"United States","USA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.82988","100.28128","100.2176","98.77722","97.45568","96.30744","98.28364","97.90291","98.23493","97.82577","97.53801","97.86642","","",
"Uzbekistan","UZB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.59078","","","","95.9898","95.4703","100.87163","102.60608","97.17898","95.6003","97.43942","99.21554","97.10472","95.58328","92.43155","91.726","91.81134","","","",
"St. Vincent and the Grenadines","VCT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.65611","93.02532","102.1983","102.1749","","","109.32084","","94.11202","87.68328","98.93832","","",
"Venezuela, RB","VEN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","66.93084","69.09195","70.91464","70.71062","71.26734","69.59262","69.52288","70.03965","69.91475","73.44379","75.82566","79.79575","80.23964","79.43556","80.99235","81.71139","79.97101","79.28606","78.92473","78.31698","80.76061","84.40643","83.72422","","","80.59469","80.56055","","81.15384","83.01906","84.58725","91.48492","89.47801","89.74522","91.65736","95.55782","97.46268","95.06414","94.92597","93.57224","94.82088","96.03973","","",
"Virgin Islands (U.S.)","VIR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","80.55752","","","","","","","","","","","","","","","","","","","","97.85542","97.77559","102.91399","99.81291","98.46332","","91.98285","96.53828","","","","","103.17377","101.23559","","",
"Vanuatu","VUT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.69723","","74.97182","","","","94.27632","","92.11485","106.01599","","","90.82135","","","83.59478","81.05186","84.3983","83.62583","","","","",
"West Bank and Gaza","PSE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.34141","90.3918","90.75245","","99.42196","97.63692","97.54886","93.40698","96.95938","89.63957","92.36263","","86.08103","87.88726","89.74521","94.25839","90.43201","90.15915","","",
"World","WLD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","79.8076934814453","80.8475341796875","81.1758117675781","81.2992630004883","81.0851058959961","80.9859008789063","80.6255722045898","81.0231094360352","81.2388687133789","80.687385559082","81.2671279907227","81.5522766113281","80.9727630615234","80.0552673339844","79.8542709350586","80.1450881958008","80.5062866210938","81.5104446411133","82.4506607055664","83.4185943603516","84.6113128662109","85.7222137451172","86.7324752807617","87.786018371582","89.0568161010742","90.3206024169922","91.6056213378906","91.6307830810547","91.4712982177734","92.0586853027344","","",
"Samoa","WSM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.06458","94.25445","92.96911","98.95713","97.57282","95.12195","94.0262","92.20979","96.75535","100.14954","98.33582","105.67544","105.65873","110.42446","","104.61981","106.48661","104.16851","102.41204","","",
"Yemen, Rep.","YEM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.59017","","59.28778","58.4425","61.613","60.71048","60.4607","","","63.23744","","64.89543","","69.82178","","",
"South Africa","ZAF","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.91338","","","","","","","89.50418","84.77454","86.62479","","91.30057","94.45067","98.50782","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","41.38805","43.55149","","","","53.83871","56.77153","60.33682","","59.92861","62.08632","64.54248","66.89444","69.1422","","","","50.43575","","","52.34795","48.55924","55.87827","47.03365","","","","","34.71363","","","42.26166","","","","","54.79743","60.11833","63.0388","63.99845","66.57711","72.81776","","",
"Zambia","ZMB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","70.40072","72.36744","76.36868","78.16027","78.42505","80.05745","84.13058","82.49094","82.36741","82.77554","84.95338","87.58387","93.32509","","92.19885","","","","","","","","","","","","68.22613","65.91521","63.35575","","63.1781","","74.91386","86.97122","88.29437","91.93293","95.47438","88.78952","101.37983","","91.2957","","",
"Zimbabwe","ZWE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","84.59795","","","","","","","","","","","","","","","90.94345","","90.6214","84.50463","82.97708","","","","","","","","","","","",
