"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Spain","ESP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","98.43974","98.30577","99.3565","102.97042","104.38072","104.48206","102.30572","106.18269","103.82913","101.29083","","","101.83818","102.71561","","","","","","","","","","103.71336","","97.73344","98.68928","100.08299","102.35523","103.30962","102.26882","102.19454","","",
"Estonia","EST","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4981","90.82103","","88.82844","92.46751","94.2817","99.54415","102.67297","107.72011","105.0809","106.92812","99.76508","98.36427","96.80284","97.60677","96.22536","94.28618","96.42124","","",
"Ethiopia","ETH","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","18.17895","","","","","24.49601","23.99528","22.8322","","","","","14.13668","13.99196","14.97394","","17.24259","19.94275","22.47209","27.92804","31.68617","34.91006","37.64121","43.42586","47.40308","","","","","","","","",
"European Union","EUU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","95.0365142822266","95.9178848266602","95.6556701660156","95.283317565918","96.348258972168","96.4017639160156","96.1756591796875","95.4764022827148","95.801383972168","96.389778137207","96.009651184082","95.9613647460938","96.5280380249023","96.8313064575195","96.8538131713867","96.8992156982422","97.3389282226563","98.5614547729492","97.8716659545898","98.2443771362305","97.9425811767578","96.7519073486328","96.561767578125","97.5915374755859","97.5866622924805","97.6847152709961","98.2883529663086","98.1713256835938","97.4980239868164","","",
"Fragile and conflict affected situations","FCS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","41.3510322570801","41.94921875","43.7201843261719","44.0903472900391","45.7058219909668","46.4780464172363","48.3848571777344","49.5594787597656","50.222957611084","50.9482574462891","","","","","","","","","","","","53.6403045654297","54.5912132263184","53.6295394897461","53.5544052124023","53.8359489440918","53.7226676940918","53.713695526123","54.007022857666","55.5735168457031","57.2420845031738","58.1655693054199","60.7032928466797","62.4556770324707","63.9415969848633","64.7112731933594","65.5108795166016","67.0951614379883","68.2007904052734","68.8095550537109","69.8217849731445","70.9171905517578","","",
"Finland","FIN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.12964","105.8811","105.58801","101.78807","97.38753","96.74074","96.11255","97.19695","100.63596","101.39104","100.52232","98.15407","95.98324","96.33154","102.29126","101.01178","102.075","100.34951","100.36007","96.90815","98.16111","98.56238","97.42772","97.96482","97.42404","99.26237","","",
"Fiji","FJI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","90.87856","96.87195","96.11871","","106.56896","106.59486","110.40099","102.26892","97.1414","97.35481","","95.49031","92.01957","93.38051","95.20216","","","","","","105.08606","","102.96451","102.60229","101.8449","103.26445","103.67361","100.05621","95.29747","97.10674","101.82523","","108.68684","","110.99882","","105.72524","105","","103.32401","103.62131","","",
"France","FRA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","93.05668","92.62144","","","94.26234","94.75472","94.41682","95.20559","94.68165","94.27369","","","","","","95.45085","96.8975","103.25959","108.18169","111.21647","109.81733","108.297","","","","","","","96.8117","97.33395","","","","","","","","","","","","","","",
"Faeroe Islands","FRO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","62.85434","61.40155","","84.67607","88.57798","81.0457","81.23557","82.51589","81.43893","85.27752","87.07581","86.89547","75.81073","93.11098","","69.21386","68.28762","66.81321","","","60.33072","","","66.9168","67.66025","69.89648","","","","","74.42415","72.37897","","","","","","","","","","","",
"United Kingdom","GBR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.28707","85.83389","85.45502","","84.11959","98.11585","100.96133","98.10971","89.75117","95.8343","85.81328","84.55137","94.71855","102.23307","109.86805","115.74944","","108.14023","","",
"Ghana","GHA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","65.79349","59.94565","","54.51871","55.96983","58.38112","60.4487","61.73146","61.7663","62.97745","66.60936","","","","","","","","","","65.60018","67.69367","","","","","","","68.71338","71.77331","68.00234","69.31032","70.11717","68.81971","74.49619","71.16894","77.42854","83.66269","85.65629","","92.89125","98.17003","98.49617","",
"Guinea","GIN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","19.14385","21.27843","","23.81456","19.80378","21.60054","21.19874","21.64274","17.54399","16.60461","15.88194","12.72374","13.6412","19.9933","17.67059","17.20658","19.11129","19.76872","19.27775","29.19889","","24.42699","28.20235","31.13415","33.22098","37.45507","37.94464","48.0631","54.5681","59.31107","59.5464","52.15087","58.36944","58.49805","","61.47962","","",
"Gambia, The","GMB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","25.81071","27.17801","25.90311","25.43277","27.47629","26.50038","21.38881","28.15026","27.93807","30.03597","29.121","32.05856","35.51583","41.82091","44.22736","47.38594","52.10673","","44.3588","","","41.75574","39.62521","38.55498","41.03901","48.29694","46.74276","","71.40744","71.88217","73.96013","72.22813","75.72503","74.56848","71.54698","69.58064","76.77652","82.29337","80.54193","73.7811","69.26539","70.33337","","",
"Guinea-Bissau","GNB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","6.58277","","","18.57825","15.37291","23.2888","21.36717","14.03471","11.6492","","","7.42654","5.42484","","","","","","","","","","","","28.6942","","","","","","","","","","63.97997","","","","",
"Equatorial Guinea","GNQ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.07908","","","","","","47.71637","","","38.30172","","47.14087","","","45.8515","49.27154","52.50405","51.82826","54.79383","","",
"Greece","GRC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","103.8494","102.34185","100.6873","99.56569","100.08022","100.16882","100.4646","102.12631","101.59113","98.20352","97.23251","97.11841","98.79654","101.75862","104.55518","110.10908","100.49303","101.09559","97.97585","","","99.43293","","","","","","","","","","","","101.93211","100.42954","103.75027","101.8509","","","100.27246","98.20038","","","",
"Grenada","GRD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","96.37165","98.09274","89.87952","92.00337","","","","95.25988","85.77303","83.41544","","","","","","","","","","","","","","92.94456","","","91.3813","100.28158","","102.33789","","97.55083","110.48654","121.1288","111.53277","","","","",
"Greenland","GRL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","23.9756","24.10638","26.06893","","","29.53546","30.63084","30.53465","31.70513","32.22967","34.26003","34.3651","34.33065","35.65102","37.16731","38.75234","41.82104","","","","","","","","","","48.1261","","","53.05791","57.79733","60.40197","64.13821","","70.04036","73.82058","76.83055","77.47183","80.29454","83.8351","85.88823","87.71859","","","",
"Guam","GUM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","95.7037","91.96353","89.04522","87.47294","","83.58159","91.81999","88.57372","90.73476","84.34101","89.08344","91.60205","87.40613","92.07896","","","92.35472","","","","","97.42849","97.16399","","80.96955","82.63651","87.37513","","101.3722","101.94374","85.78662","","77.69905","","103.1423","103.59651","99.1286","97.60259","98.61467","90.66623","91.60038","85.25553","","",
"High income","HIC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9049911499023","97.0321197509766","96.7410354614258","96.3929443359375","96.5498046875","96.5846252441406","96.7929077148438","97.2025833129883","97.510368347168","98.2708435058594","97.5823822021484","97.8122863769531","97.3719940185547","96.5087585449219","96.2040939331055","97.6667098999023","97.8024597167969","98.4140243530273","98.4022750854492","98.4458312988281","98.9489288330078","","",
"Hong Kong SAR, China","HKG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","104.14966","101.74599","98.56482","97.94581","102.71636","103.9047","107.63552","","","103.46555","102.00319","100.96998","100.6863","102.0172","100.46412","98.43503","94.23468","","","","","95.49176","95.61998","95.96668","95.64568","94.42808","95.48997","99.62247","98.10757","97.87171","","91.45915","98.32348","","",
"Honduras","HND","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","44.575","","49.94544","","54.9849","","","","","","","64.06124","67.28767","69.24884","70.76633","69.8539","70.94789","71.39636","72.22733","","","","","80.28831","","81.58171","88.77674","","89.90157","93.12324","98.19079","100.98582","100.09345","","",
"Heavily indebted poor countries (HIPC)","HPC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","32.8269577026367","33.3692359924316","33.8073043823242","34.9245147705078","35.8312606811523","37.3938217163086","39.2483596801758","40.186710357666","41.362377166748","43.1864852905273","43.6189765930176","44.3033752441406","47.1596984863281","43.7993431091309","43.5821647644043","42.8457412719727","41.7512969970703","40.197193145752","40.936279296875","41.7576332092285","40.8651924133301","42.0273170471191","40.7998542785645","40.7466506958008","41.4034957885742","41.5672187805176","40.9879989624023","42.3530120849609","43.0259170532227","45.4849281311035","47.7537384033203","49.5050392150879","51.2443466186523","53.7062606811523","55.9933586120605","58.5718803405762","62.3044395446777","64.4042129516602","64.7579193115234","65.6624450683594","66.4585266113281","","",
"Croatia","HRV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.65597","80.79117","85.51168","86.95841","92.78017","92.07168","93.23805","95.79418","97.06802","94.47366","","98.64837","98.13281","101.27991","97.19201","93.09359","91.43929","93.6587","93.17816","","",
"Haiti","HTI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","26.25718","27.05569","","28.44024","30.9971","","33.90076","36.03067","37.80276","","","","","","","","","","48.0575","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","89.09325","88.41348","92.64518","99.22936","99.98288","97.44351","99.14526","103.88114","98.9734","97.54375","93.58756","92.98782","94.43526","102.55681","113.67527","103.86506","96.92975","89.35328","83.49293","81.87395","79.46603","85.1675","89.88146","","","","97.93957","98.47922","96.00401","96.43278","98.04743","99.42381","96.19013","94.61316","93.75331","98.5883","95.71654","97.78567","98.15639","98.63688","","98.78033","","",
"Indonesia","IDN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","52.32536","53.60072","51.45482","49.83201","49.29842","53.93733","56.7852","","","66.30949","70.98383","76.30512","85.95637","95.61345","98.0651","97.36367","97.54504","97.7481","94.83305","91.71277","90.13208","93.6262","96.0918","95.98218","94.91962","95.53499","","","","94.96629","96.58265","97.40882","97.42162","95.96242","94.16084","98.42254","98.69992","100.70271","102.74955","99.70113","104.54415","","",
"Isle of Man","IMN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","39.28076","","","41.39887","","","","","","","","","","","","","62.84644","63.96017","","","","","","","73.92016","","","","70.04754","72.88428","73.66278","77.17314","81.81329","","","","","98.31644","99.61587","","96.45716","","","",
"Not classified","INX","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.11296","103.9907","102.16451","101.10845","","","94.57002","95.90208","94.61981","91.55139","94.12868","97.3025","97.94624","95.34063","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","49.82057","","","","","","","","","","","","","76.88068","79.55856","79.90829","79.86374","80.48495","81.43228","84.60946","88.23314","91.5434","96.85341","94.87313","98.78635","","97.32017","","","92.68257","96.46775","96.59623","93.16058","103.82008","107.07738","99.80333","95.72827","98.39058","102.61458","104.36761","104.04381","102.22383","","",
"Iraq","IRQ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","40.54577","39.6846","42.74565","43.53714","51.38125","51.73219","64.95101","66.17428","","73.24049","","","56.72304","","65.14128","63.99333","58.13166","60.90231","59.20987","","","","59.29283","","","","","","56.57624","55.54264","","","","79.0741","","","66.3173","","","","","","","",
"Iceland","ISL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.61131","89.98586","97.58922","107.91214","103.03662","107.99547","98.51243","100.13052","99.54907","97.4481","96.32482","99.79884","97.73088","98.5267","","","",
"Israel","ISR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.48403","104.55474","108.14513","104.14101","102.72574","103.48627","100.2037","103.29228","101.5966","100.9751","","","",
"Italy","ITA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","97.69367","99.54387","99.14422","100.14636","107.62478","105.6136","104.93985","101.84445","101.1512","102.4006","99.14645","99.51001","98.41656","98.23091","100.24137","99.87522","98.66008","98.26216","98.86647","99.75592","97.58555","98.65857","","101.004","99.89111","100.54072","97.09016","","101.38997","101.88554","104.41229","102.36578","102.05685","99.95162","98.1491","98.87545","101.19911","104.537","102.14697","102.20829","102.69351","","","",
"Jamaica","JAM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","78.34352","80.29704","","86.64886","84.13449","85.55354","","","88.83413","85.67845","86.91727","90.77779","93.25754","96.2646","97.04233","94.16753","","90.58768","","","","","","","87.85965","81.94543","87.90506","","87.98993","","","","","","","","","","",
"Jordan","JOR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","70.25099","76.83764","89.58982","99.9372","102.17922","102.17856","103.91285","102.80929","103.11323","99.75256","98.11939","93.95552","96.97527","97.44713","","88.46182","90.77187","92.57307","95.6997","97.5772","97.45914","96.08127","98.78257","","95.4594","","","97.78445","101.02267","","97.96397","101.00589","101.17298","104.05031","101.19199","105.75635","105.38859","","","92.81365","","","",
"Japan","JPN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","105.13346","100.91059","98.64233","98.00889","97.92424","98.34951","102.79239","98.83891","90.64399","105.9307","104.20352","99.43495","98.64811","99.13112","99.40853","101.38365","102.65695","100.7598","100.889","103.39714","103.32189","101.15897","","98.89334","","","","103.06647","102.68803","102.38009","102.65642","99.44366","99.05503","100.94592","101.1013","100.91064","104.32946","","101.43636","100.60076","102.11564","102.05727","","",
"Kazakhstan","KAZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.31913","104.28998","","102.16458","98.16722","","94.94001","97.28615","98.63862","99.8714","106.77569","107.58388","103.47007","99.79977","102.48512","101.81569","103.07042","108.42036","101.48057","102.24833","",
"Kenya","KEN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","48.43802","50.68309","53.92649","55.62309","","60.6402","62.82391","67.25194","68.53472","89.46473","86.05039","84.52105","","","","","","","","","","","","","","","","","","","","","","","88.76931","90.66327","","","","","","","","","",
"Kyrgyz Republic","KGZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.36325","99.68777","","","93.57392","93.38516","93.26531","93.47235","90.76896","93.4395","98.4072","101.97743","96.89604","94.87848","97.15734","96.55634","95.78288","97.66953","","",
"Cambodia","KHM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.90379","42.47749","","16.92024","32.15129","40.97112","","51.22175","59.41265","65.85602","76.52636","85.75945","89.08918","92.36484","89.05743","87.9847","91.2786","93.44205","98.12583","","",
"Kiribati","KIR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","82.72214","87.94854","70.69077","79.79862","128.87138","124.75387","134.85075","135.61752","137.41667","134.29951","114.86184","112.42105","115.20159","102.75862","113.54484","112.79904","108.46963","110.69397","113.00498","125.08108","127.58073","","110.93673","102.10829","119.3624","111.20294","115.68981","115.95556","117.07746","114.69816","124.4338","115.15415","","","","","","",
"St. Kitts and Nevis","KNA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.24973","","","","","","","","103.23276","103.23974","107.2747","96.47189","107.02948","106.89252","","93.10734","84.64912","93.61702","88.77339","92.96066","92.57322","","",
"Korea, Rep.","KOR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","95.97641","97.94573","106.74917","104.25211","103.3797","107.43016","101.34592","99.54483","101.97207","98.43438","103.53163","101.19989","102.55107","107.97806","105.17479","104.60154","104.18483","99.63421","94.98327","99.22781","97.33112","109.0146","109.05348","111.73762","111.40366","","","100.19903","104.4764","104.09516","100.68945","96.02205","102.58524","101.66537","99.45622","100.15743","101.45049","99.52284","100.24525","100.02729","103.01384","110.5282","","",
"Kosovo","","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","59.45045","54.51274","51.81865","49.1443","58.35155","81.50766","68.4602","74.22504","75.45311","82.59038","95.34251","93.52074","94.84648","93.95535","94.02697","94.14819","94.72501","","","","","56.95288","","85.55176","80.96307","119.35946","117.00907","","114.75963","114.60682","101.22738","106.65172","110.01955","109.95655","117.98186","","107.75986","","","","","","","",
"Latin America & Caribbean (developing only)","LAC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","65.7963790893555","67.6577835083008","61.3312797546387","63.0355682373047","64.6439666748047","65.6811370849609","66.2587738037109","68.7296295166016","69.7756729125977","71.3671875","72.9249038696289","73.8413238525391","75.0108337402344","76.6735382080078","78.3071136474609","77.4317626953125","79.1558609008789","80.3009643554688","80.9849090576172","81.6182174682617","82.3218154907227","83.3320083618164","85.3530578613281","85.7227401733398","85.5703506469727","87.2987060546875","88.9752578735352","90.6970062255859","92.7723388671875","94.4893264770508","95.8972473144531","95.4749984741211","96.6075592041016","96.3865203857422","96.8242797851563","96.8613662719727","97.1768951416016","97.2743377685547","96.4190902709961","95.5128936767578","94.7104339599609","94.0396118164063","94.7322006225586","","",
"Lao PDR","LAO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.16083","","43.48452","","40.52468","43.58932","48.71557","","56.77274","59.64709","63.76676","68.9898","67.14892","66.9317","67.05133","66.285","66.37707","68.37133","71.72411","73.60978","75.48154","78.37494","82.92388","90.1447","95.12193","","",
"Lebanon","LBN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.85026","103.31298","120.13794","115.40691","111.83089","103.39306","98.3513","91.14654","83.10327","80.47609","82.15981","84.7532","84.03476","86.77124","84.7478","86.19635","","",
"Liberia","LBR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","28.58762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.17087","60.42718","","65.19984","","","",
"Libya","LBY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","43.27285","77.12991","67.97946","83.24693","102.46266","98.03333","103.79626","103.69109","99.66265","93.45147","96.75603","","105.04425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","106.35471","101.53891","","","","","","123.87597","116.7819","","119.85135","","","","","","","","","105.31401","104.6777","103.81745","99.47871","106.87225","107.59797","97.50152","96.29399","89.62444","92.34001","91.62881","","",
"Latin America & Caribbean (all income levels)","LCN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","66.6694107055664","68.6670608520508","62.7854423522949","64.4064559936523","65.8246688842773","66.8249435424805","67.4570770263672","69.7500686645508","70.7456130981445","72.2855606079102","73.8014450073242","74.7225189208984","75.8864822387695","77.502197265625","79.0190963745117","78.1341552734375","79.7489700317383","80.8324279785156","81.4593200683594","82.0504455566406","82.7181549072266","83.6725234985352","85.5821533203125","85.9158477783203","85.733512878418","87.3516387939453","88.9253768920898","90.5621643066406","92.7652969360352","94.6000747680664","95.9443817138672","95.5405197143555","96.655876159668","96.3344573974609","96.7239379882813","96.7888641357422","97.1253814697266","97.2336502075195","96.438720703125","95.5918121337891","94.8242721557617","94.0955505371094","94.8244552612305","","",
"Least developed countries: UN classification","LDC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","36.3472518920898","36.5873069763184","37.2264518737793","37.7464942932129","36.1381072998047","37.0337066650391","37.7116279602051","38.3306083679199","39.2475242614746","40.0644798278809","41.1026954650879","43.5405311584473","41.8945541381836","42.1875991821289","42.1207618713379","41.903751373291","41.585636138916","42.5796775817871","43.419792175293","43.3820037841797","44.3291130065918","43.8684501647949","44.2150993347168","44.6527442932129","44.823371887207","45.0911178588867","46.3372688293457","47.3771553039551","49.2662467956543","51.2741584777832","53.109016418457","54.7525939941406","57.2428016662598","58.881534576416","60.3137588500977","62.2600555419922","65.0311889648438","65.7516174316406","67.928840637207","68.509033203125","","",
"Low income","LIC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","36.1219253540039","37.305965423584","37.6561012268066","38.5614280700684","39.4519348144531","38.0424766540527","39.083625793457","40.8175468444824","41.4309349060059","42.3249893188477","43.2883987426758","44.4000205993652","46.8237571716309","45.1031074523926","45.3501625061035","45.2063674926758","44.863166809082","44.5711250305176","45.8152503967285","46.8868408203125","47.0004501342773","48.100959777832","47.6530075073242","47.9530448913574","48.2258186340332","48.2474174499512","48.6053009033203","50.0275993347168","51.1260795593262","52.9793090820313","54.8889503479004","56.5343132019043","58.0799522399902","60.5803451538086","62.2499847412109","63.448917388916","65.2618103027344","68.2948455810547","68.7985916137695","70.8584289550781","71.4706954956055","","",
"Liechtenstein","LIE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.38902","109.02062","","101.78117","102.86976","103.64964","94.59459","111.05398","100.74257","","","",
"Sri Lanka","LKA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","63.57426","","79.91791","","73.14269","70.97268","42.38707","58.03958","64.10269","69.5714","75.46955","80.09341","87.17647","82.85757","81.55826","83.7307","83.90084","88.84173","","94.61874","96.8807","99.36634","99.28066","","","","","","97.28109","","","106.46975","111.56785","104.00195","","99.64052","98.7693","96.25694","91.67406","92.02656","98.93804","99.98916","96.847","","",
"Lower middle income","LMC","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","52.2800025939941","52.3848648071289","52.5810813903809","53.1454200744629","53.2102966308594","53.9659080505371","54.4978904724121","56.0499839782715","57.1238670349121","57.7402954101563","","","62.8919105529785","64.4678268432617","66.5672225952148","68.6221313476563","69.7773208618164","70.5854644775391","71.1805648803711","71.9569320678711","72.6442031860352","73.1399841308594","73.5734176635742","74.7583312988281","75.7033386230469","76.4243087768555","75.9431610107422","75.5877075195313","75.2498626708984","75.0137100219727","76.6701049804688","77.7114715576172","79.3676986694336","81.8349533081055","83.5163726806641","85.3002700805664","87.0499649047852","88.4819793701172","89.5727615356445","90.7559204101563","91.2451248168945","90.4035949707031","91.5331802368164","","",
"Low & middle income","LMY","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","76.7964096069336","77.9709701538086","78.4032821655273","78.5378341674805","78.3143157958984","78.2261276245117","77.852424621582","78.2732315063477","78.5980453491211","77.9110717773438","78.5986251831055","79.0085372924805","78.4308471679688","77.4038314819336","77.2497253417969","77.629035949707","78.0594787597656","79.2286834716797","80.2187271118164","81.41748046875","82.7468566894531","84.0599594116211","85.3377532958984","86.5888900756836","87.8422393798828","89.2738647460938","90.6597137451172","90.6960754394531","90.5139694213867","91.1176300048828","","",
"Lesotho","LSO","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","32.85962","36.54052","40.49384","49.73428","52.26487","48.79031","44.88597","45.37286","46.14092","46.23558","47.54747","48.05478","49.24255","49.76663","49.82985","50.34394","53.30447","56.29238","57.02096","59.5779","60.34672","63.00948","62.92162","65.3046","69.23806","66.88924","66.36952","66.56827","65.22049","63.68828","65.623","66.44283","67.92918","69.68277","64.11992","80.38578","74.98174","71.96952","71.3731","73.11375","72.6088","72.46844","","",
